state,date,creditcardSpend
AR,2020-01-22,.00443
CA,2020-01-22,.00702
CO,2020-01-22,.00379
CT,2020-01-22,.0102
DE,2020-01-22,.0103
DC,2020-01-22,.0652
FL,2020-01-22,.00535
GA,2020-01-22,.0112
HI,2020-01-22,.0156
ID,2020-01-22,.00441
IL,2020-01-22,-.0157
IN,2020-01-22,.00738
IA,2020-01-22,-.0302
KS,2020-01-22,.00285
KY,2020-01-22,-.0116
LA,2020-01-22,-.00193
ME,2020-01-22,-.0414
MD,2020-01-22,.00476
MA,2020-01-22,-.0204
MI,2020-01-22,-.0284
MN,2020-01-22,-.0259
MS,2020-01-22,.0223
MO,2020-01-22,.0189
MT,2020-01-22,.0534
NE,2020-01-22,-.0222
NV,2020-01-22,.0272
NH,2020-01-22,-.0327
NJ,2020-01-22,-.0023
NM,2020-01-22,-.00515
NY,2020-01-22,.00379
NC,2020-01-22,.000227
ND,2020-01-22,-.0252
OH,2020-01-22,-.0131
OK,2020-01-22,-.00439
OR,2020-01-22,.0094
PA,2020-01-22,-.00298
RI,2020-01-22,-.0439
SC,2020-01-22,-.00327
SD,2020-01-22,-.0413
TN,2020-01-22,-.00849
TX,2020-01-22,.00613
UT,2020-01-22,.0171
VT,2020-01-22,.0223
VA,2020-01-22,-.000652
WA,2020-01-22,.00662
WV,2020-01-22,-.0119
WI,2020-01-22,-.0463
WY,2020-01-22,.0145
AL,2020-01-23,.0124
AK,2020-01-23,-.0082
AZ,2020-01-23,-.0156
AR,2020-01-23,-.0187
CA,2020-01-23,.00523
CO,2020-01-23,.000497
CT,2020-01-23,-.0106
DE,2020-01-23,-.024
DC,2020-01-23,.0242
FL,2020-01-23,-.00951
GA,2020-01-23,-.00285
HI,2020-01-23,.0168
ID,2020-01-23,-.00643
IL,2020-01-23,-.0351
IN,2020-01-23,-.00289
IA,2020-01-23,-.0513
KS,2020-01-23,-.0184
KY,2020-01-23,-.0283
LA,2020-01-23,-.00091
ME,2020-01-23,-.0334
MD,2020-01-23,-.0252
MA,2020-01-23,-.039
MI,2020-01-23,-.0391
MN,2020-01-23,-.0433
MS,2020-01-23,-.0201
MO,2020-01-23,-.0185
MT,2020-01-23,.0539
NE,2020-01-23,-.0505
NV,2020-01-23,.0082
NH,2020-01-23,-.0436
NJ,2020-01-23,-.0187
NM,2020-01-23,-.00179
NY,2020-01-23,-.0174
NC,2020-01-23,-.0109
ND,2020-01-23,-.0333
OH,2020-01-23,-.0323
OK,2020-01-23,-.00809
OR,2020-01-23,.00548
PA,2020-01-23,-.0263
RI,2020-01-23,-.0599
SC,2020-01-23,-.0162
SD,2020-01-23,-.0693
TN,2020-01-23,-.02
TX,2020-01-23,-.000545
UT,2020-01-23,.0126
VT,2020-01-23,.0223
VA,2020-01-23,-.0123
WA,2020-01-23,-.00497
WV,2020-01-23,-.0262
WI,2020-01-23,-.046
WY,2020-01-23,-.000815
AL,2020-01-24,.02
AK,2020-01-24,.0101
AZ,2020-01-24,-.00436
AR,2020-01-24,.00784
CA,2020-01-24,.0118
CO,2020-01-24,.025
CT,2020-01-24,.0176
DE,2020-01-24,.00461
DC,2020-01-24,.00959
FL,2020-01-24,.0123
GA,2020-01-24,.00671
HI,2020-01-24,.0317
ID,2020-01-24,-.00475
IL,2020-01-24,-.0261
IN,2020-01-24,-.00247
IA,2020-01-24,-.00441
KS,2020-01-24,.0459
KY,2020-01-24,.000102
LA,2020-01-24,.0336
ME,2020-01-24,.0206
MD,2020-01-24,-.00102
MA,2020-01-24,.00962
MI,2020-01-24,-.0123
MN,2020-01-24,-.0166
MS,2020-01-24,-.0159
MO,2020-01-24,.00282
MT,2020-01-24,.0122
NE,2020-01-24,.0357
NV,2020-01-24,.00645
NH,2020-01-24,.0185
NJ,2020-01-24,.0261
NM,2020-01-24,.0172
NY,2020-01-24,.0219
NC,2020-01-24,.00364
ND,2020-01-24,-.00619
OH,2020-01-24,-.0137
OK,2020-01-24,.034
OR,2020-01-24,.0177
PA,2020-01-24,.0097
RI,2020-01-24,-.0143
SC,2020-01-24,.00914
SD,2020-01-24,-.0106
TN,2020-01-24,.000202
TX,2020-01-24,.0262
UT,2020-01-24,.0131
VT,2020-01-24,.0625
VA,2020-01-24,-.00229
WA,2020-01-24,.013
WV,2020-01-24,-.0114
WI,2020-01-24,-.018
WY,2020-01-24,.0385
AL,2020-01-25,.0213
AK,2020-01-25,-.000628
AZ,2020-01-25,.00137
AR,2020-01-25,.0153
CA,2020-01-25,.00725
CO,2020-01-25,.0205
CT,2020-01-25,.0185
DE,2020-01-25,.0289
DC,2020-01-25,.0136
FL,2020-01-25,.0117
GA,2020-01-25,.0144
HI,2020-01-25,.0375
ID,2020-01-25,.00891
IL,2020-01-25,.0113
IN,2020-01-25,.0151
IA,2020-01-25,.0538
KS,2020-01-25,.0527
KY,2020-01-25,.00596
LA,2020-01-25,.0376
ME,2020-01-25,.0138
MD,2020-01-25,.0196
MA,2020-01-25,.0301
MI,2020-01-25,.0101
MN,2020-01-25,.0186
MS,2020-01-25,-.00575
MO,2020-01-25,.0105
MT,2020-01-25,.0048
NE,2020-01-25,.0454
NV,2020-01-25,.00493
NH,2020-01-25,.0179
NJ,2020-01-25,.0283
NM,2020-01-25,.00729
NY,2020-01-25,.0419
NC,2020-01-25,.00482
ND,2020-01-25,.0169
OH,2020-01-25,.0216
OK,2020-01-25,.0505
OR,2020-01-25,.00688
PA,2020-01-25,.0355
RI,2020-01-25,.00233
SC,2020-01-25,.011
SD,2020-01-25,.0254
TN,2020-01-25,.00128
TX,2020-01-25,.0223
UT,2020-01-25,.0142
VT,2020-01-25,.0719
VA,2020-01-25,.00969
WA,2020-01-25,.0261
WV,2020-01-25,.0245
WI,2020-01-25,.00206
WY,2020-01-25,.0307
AL,2020-01-26,-.00129
AK,2020-01-26,.0047
AZ,2020-01-26,-.00707
AR,2020-01-26,-.00125
CA,2020-01-26,.00626
CO,2020-01-26,.0131
CT,2020-01-26,.0208
DE,2020-01-26,.00909
DC,2020-01-26,.0019
FL,2020-01-26,.00653
GA,2020-01-26,-.000963
HI,2020-01-26,.0217
ID,2020-01-26,.00849
IL,2020-01-26,-.0283
IN,2020-01-26,-.00957
IA,2020-01-26,.0245
KS,2020-01-26,.00803
KY,2020-01-26,-.00752
LA,2020-01-26,.0242
ME,2020-01-26,.0293
MD,2020-01-26,-.00854
MA,2020-01-26,.0251
MI,2020-01-26,-.0196
MN,2020-01-26,.0122
MS,2020-01-26,.0105
MO,2020-01-26,-.0169
MT,2020-01-26,-.00788
NE,2020-01-26,.000924
NV,2020-01-26,.00131
NH,2020-01-26,.0215
NJ,2020-01-26,.0126
NM,2020-01-26,.00264
NY,2020-01-26,.0251
NC,2020-01-26,-.000265
ND,2020-01-26,.01
OH,2020-01-26,-.0127
OK,2020-01-26,.00628
OR,2020-01-26,.0105
PA,2020-01-26,.0163
RI,2020-01-26,.0108
SC,2020-01-26,.00499
SD,2020-01-26,.0134
TN,2020-01-26,-.0153
TX,2020-01-26,.00746
UT,2020-01-26,.0106
VT,2020-01-26,.0533
VA,2020-01-26,-.00261
WA,2020-01-26,.0249
WV,2020-01-26,.00147
WI,2020-01-26,-.019
WY,2020-01-26,.00996
AL,2020-01-27,-.0138
AK,2020-01-27,.0143
AZ,2020-01-27,-.0166
AR,2020-01-27,-.0106
CA,2020-01-27,-.00275
CO,2020-01-27,.00145
CT,2020-01-27,-.0276
DE,2020-01-27,-.0256
DC,2020-01-27,-.0129
FL,2020-01-27,.00656
GA,2020-01-27,-.00949
HI,2020-01-27,.0138
ID,2020-01-27,-.0106
IL,2020-01-27,-.0482
IN,2020-01-27,-.0453
IA,2020-01-27,-.000453
KS,2020-01-27,-.0228
KY,2020-01-27,-.0483
LA,2020-01-27,.00971
ME,2020-01-27,-.0284
MD,2020-01-27,-.0181
MA,2020-01-27,-.0319
MI,2020-01-27,-.032
MN,2020-01-27,.0097
MS,2020-01-27,-.017
MO,2020-01-27,-.0514
MT,2020-01-27,-.023
NE,2020-01-27,-.0128
NV,2020-01-27,-.0154
NH,2020-01-27,-.0412
NJ,2020-01-27,-.0116
NM,2020-01-27,-.0102
NY,2020-01-27,-.00518
NC,2020-01-27,-.00728
ND,2020-01-27,.00894
OH,2020-01-27,-.054
OK,2020-01-27,-.0179
OR,2020-01-27,.00554
PA,2020-01-27,-.0179
RI,2020-01-27,-.0174
SC,2020-01-27,-.002
SD,2020-01-27,.0228
TN,2020-01-27,-.0301
TX,2020-01-27,-.00149
UT,2020-01-27,-.00198
VT,2020-01-27,-.027
VA,2020-01-27,-.0131
WA,2020-01-27,.0268
WV,2020-01-27,-.029
WI,2020-01-27,-.0142
WY,2020-01-27,-.0106
AL,2020-01-28,-.0229
AK,2020-01-28,-.0129
AZ,2020-01-28,-.00917
AR,2020-01-28,-.022
CA,2020-01-28,-.00924
CO,2020-01-28,.00991
CT,2020-01-28,-.0656
DE,2020-01-28,-.0539
DC,2020-01-28,-.0201
FL,2020-01-28,.00299
GA,2020-01-28,-.0117
HI,2020-01-28,.0217
ID,2020-01-28,-.00925
IL,2020-01-28,-.0301
IN,2020-01-28,-.0246
IA,2020-01-28,.00937
KS,2020-01-28,-.0226
KY,2020-01-28,-.0469
LA,2020-01-28,.0186
ME,2020-01-28,-.052
MD,2020-01-28,-.0382
MA,2020-01-28,-.057
MI,2020-01-28,.00916
MN,2020-01-28,.0114
MS,2020-01-28,-.041
MO,2020-01-28,-.0188
MT,2020-01-28,-.0277
NE,2020-01-28,-.00221
NV,2020-01-28,-.026
NH,2020-01-28,-.0762
NJ,2020-01-28,-.0238
NM,2020-01-28,-.0078
NY,2020-01-28,-.0123
NC,2020-01-28,-.00972
ND,2020-01-28,.00844
OH,2020-01-28,-.0508
OK,2020-01-28,-.0149
OR,2020-01-28,-.0122
PA,2020-01-28,-.0411
RI,2020-01-28,-.04
SC,2020-01-28,.00539
SD,2020-01-28,.0182
TN,2020-01-28,-.0428
TX,2020-01-28,-.00902
UT,2020-01-28,-.00241
VT,2020-01-28,-.0406
VA,2020-01-28,-.0307
WA,2020-01-28,.0186
WV,2020-01-28,-.0308
WI,2020-01-28,.0261
WY,2020-01-28,-.0186
AL,2020-01-29,-.0285
AK,2020-01-29,-.03
AZ,2020-01-29,-.0123
AR,2020-01-29,-.00186
CA,2020-01-29,-.0237
CO,2020-01-29,.00167
CT,2020-01-29,-.021
DE,2020-01-29,-.0481
DC,2020-01-29,-.0172
FL,2020-01-29,-.00885
GA,2020-01-29,-.00733
HI,2020-01-29,.000596
ID,2020-01-29,.00573
IL,2020-01-29,-.0326
IN,2020-01-29,-.0216
IA,2020-01-29,.0217
KS,2020-01-29,-.0205
KY,2020-01-29,-.0213
LA,2020-01-29,.0198
ME,2020-01-29,-.000822
MD,2020-01-29,-.0156
MA,2020-01-29,.00408
MI,2020-01-29,.0262
MN,2020-01-29,.0216
MS,2020-01-29,-.00884
MO,2020-01-29,-.0278
MT,2020-01-29,-.0266
NE,2020-01-29,-.0043
NV,2020-01-29,-.0231
NH,2020-01-29,-.00289
NJ,2020-01-29,-.0163
NM,2020-01-29,-.0112
NY,2020-01-29,-.00668
NC,2020-01-29,-.00253
ND,2020-01-29,.0145
OH,2020-01-29,-.0141
OK,2020-01-29,-.0207
OR,2020-01-29,-.0197
PA,2020-01-29,-.0182
RI,2020-01-29,-.00602
SC,2020-01-29,.00114
SD,2020-01-29,.0434
TN,2020-01-29,-.0153
TX,2020-01-29,-.00856
UT,2020-01-29,-.0205
VT,2020-01-29,-.0387
VA,2020-01-29,-.0232
WA,2020-01-29,.0164
WV,2020-01-29,-.0384
WI,2020-01-29,.0521
WY,2020-01-29,-.044
AL,2020-01-30,-.0257
AK,2020-01-30,.00404
AZ,2020-01-30,.00483
AR,2020-01-30,.0301
CA,2020-01-30,-.0224
CO,2020-01-30,-.000694
CT,2020-01-30,-.00671
DE,2020-01-30,-.0144
DC,2020-01-30,-.0135
FL,2020-01-30,.000231
GA,2020-01-30,.00203
HI,2020-01-30,.00342
ID,2020-01-30,.0258
IL,2020-01-30,.0148
IN,2020-01-30,.00517
IA,2020-01-30,.0634
KS,2020-01-30,.013
KY,2020-01-30,-.0102
LA,2020-01-30,.00995
ME,2020-01-30,.0187
MD,2020-01-30,.0171
MA,2020-01-30,.0245
MI,2020-01-30,.0397
MN,2020-01-30,.0612
MS,2020-01-30,.032
MO,2020-01-30,-.00702
MT,2020-01-30,-.0187
NE,2020-01-30,.0226
NV,2020-01-30,-.00524
NH,2020-01-30,.0149
NJ,2020-01-30,.000658
NM,2020-01-30,-.0139
NY,2020-01-30,.0142
NC,2020-01-30,.0128
ND,2020-01-30,.0425
OH,2020-01-30,.02
OK,2020-01-30,-.036
OR,2020-01-30,-.00632
PA,2020-01-30,.00651
RI,2020-01-30,-.00934
SC,2020-01-30,-.00208
SD,2020-01-30,.0725
TN,2020-01-30,-.00677
TX,2020-01-30,-.0073
UT,2020-01-30,-.0165
VT,2020-01-30,-.0564
VA,2020-01-30,-.00605
WA,2020-01-30,.0344
WV,2020-01-30,-.0295
WI,2020-01-30,.0686
WY,2020-01-30,-.0332
AL,2020-01-31,-.0122
AK,2020-01-31,.0355
AZ,2020-01-31,.0225
AR,2020-01-31,.0495
CA,2020-01-31,-.0136
CO,2020-01-31,-.0154
CT,2020-01-31,-.00882
DE,2020-01-31,-.00327
DC,2020-01-31,-.0251
FL,2020-01-31,-.00295
GA,2020-01-31,-.00523
HI,2020-01-31,.0206
ID,2020-01-31,.0126
IL,2020-01-31,.0714
IN,2020-01-31,.0275
IA,2020-01-31,.0954
KS,2020-01-31,.0283
KY,2020-01-31,.000517
LA,2020-01-31,-.00025
ME,2020-01-31,.0155
MD,2020-01-31,.00742
MA,2020-01-31,.0196
MI,2020-01-31,.0611
MN,2020-01-31,.0601
MS,2020-01-31,.036
MO,2020-01-31,.00799
MT,2020-01-31,-.00362
NE,2020-01-31,.023
NV,2020-01-31,-.00793
NH,2020-01-31,-.00433
NJ,2020-01-31,-.00567
NM,2020-01-31,-.00593
NY,2020-01-31,.024
NC,2020-01-31,.00818
ND,2020-01-31,.0485
OH,2020-01-31,.0453
OK,2020-01-31,-.0236
OR,2020-01-31,-.00338
PA,2020-01-31,.00615
RI,2020-01-31,-.0163
SC,2020-01-31,-.00924
SD,2020-01-31,.0801
TN,2020-01-31,-.000947
TX,2020-01-31,-.00721
UT,2020-01-31,.00306
VT,2020-01-31,-.0527
VA,2020-01-31,-.00546
WA,2020-01-31,.0328
WV,2020-01-31,.0072
WI,2020-01-31,.105
WY,2020-01-31,-.0103
AL,2020-02-01,-.0261
AK,2020-02-01,.0265
AZ,2020-02-01,.0109
AR,2020-02-01,.0321
CA,2020-02-01,-.0107
CO,2020-02-01,-.0221
CT,2020-02-01,.000339
DE,2020-02-01,-.0277
DC,2020-02-01,-.00494
FL,2020-02-01,-.0144
GA,2020-02-01,-.014
HI,2020-02-01,.000336
ID,2020-02-01,-.011
IL,2020-02-01,.0341
IN,2020-02-01,-.00487
IA,2020-02-01,.0547
KS,2020-02-01,-.0015
KY,2020-02-01,-.00169
LA,2020-02-01,-.0097
ME,2020-02-01,-.0182
MD,2020-02-01,.00441
MA,2020-02-01,-.000639
MI,2020-02-01,.0433
MN,2020-02-01,.0368
MS,2020-02-01,.0152
MO,2020-02-01,-.0136
MT,2020-02-01,-.0325
NE,2020-02-01,-.00259
NV,2020-02-01,-.013
NH,2020-02-01,-.011
NJ,2020-02-01,-.00564
NM,2020-02-01,-.00699
NY,2020-02-01,.00287
NC,2020-02-01,.00335
ND,2020-02-01,.0452
OH,2020-02-01,.0116
OK,2020-02-01,-.0354
OR,2020-02-01,-.00247
PA,2020-02-01,.00589
RI,2020-02-01,-.0269
SC,2020-02-01,-.022
SD,2020-02-01,.0587
TN,2020-02-01,-.0000394
TX,2020-02-01,-.00716
UT,2020-02-01,-.00517
VT,2020-02-01,-.0666
VA,2020-02-01,-.00808
WA,2020-02-01,-.00206
WV,2020-02-01,.0157
WI,2020-02-01,.0814
WY,2020-02-01,.000154
AL,2020-02-02,-.0285
AK,2020-02-02,.00251
AZ,2020-02-02,-.00172
AR,2020-02-02,.0118
CA,2020-02-02,-.0199
CO,2020-02-02,-.034
CT,2020-02-02,-.0209
DE,2020-02-02,-.0609
DC,2020-02-02,-.0161
FL,2020-02-02,-.0291
GA,2020-02-02,-.0199
HI,2020-02-02,-.0309
ID,2020-02-02,-.0221
IL,2020-02-02,.013
IN,2020-02-02,-.0297
IA,2020-02-02,.0324
KS,2020-02-02,-.0209
KY,2020-02-02,-.0185
LA,2020-02-02,-.022
ME,2020-02-02,-.0319
MD,2020-02-02,-.002
MA,2020-02-02,-.024
MI,2020-02-02,.0361
MN,2020-02-02,.0249
MS,2020-02-02,-.0268
MO,2020-02-02,-.0436
MT,2020-02-02,-.0413
NE,2020-02-02,-.0126
NV,2020-02-02,-.0204
NH,2020-02-02,-.022
NJ,2020-02-02,-.0226
NM,2020-02-02,-.0132
NY,2020-02-02,-.0214
NC,2020-02-02,-.00822
ND,2020-02-02,.02
OH,2020-02-02,-.0114
OK,2020-02-02,-.0291
OR,2020-02-02,-.0176
PA,2020-02-02,-.0101
RI,2020-02-02,-.0126
SC,2020-02-02,-.038
SD,2020-02-02,.0313
TN,2020-02-02,-.00315
TX,2020-02-02,-.0195
UT,2020-02-02,-.0103
VT,2020-02-02,-.0624
VA,2020-02-02,-.0161
WA,2020-02-02,-.0115
WV,2020-02-02,-.00914
WI,2020-02-02,.0719
WY,2020-02-02,-.0172
AL,2020-02-03,-.0149
AK,2020-02-03,.00437
AZ,2020-02-03,-.0051
AR,2020-02-03,.022
CA,2020-02-03,-.00428
CO,2020-02-03,-.0249
CT,2020-02-03,-.0252
DE,2020-02-03,-.0544
DC,2020-02-03,-.0161
FL,2020-02-03,-.0299
GA,2020-02-03,-.0121
HI,2020-02-03,-.0216
ID,2020-02-03,-.0115
IL,2020-02-03,.0119
IN,2020-02-03,-.0266
IA,2020-02-03,.0319
KS,2020-02-03,-.0195
KY,2020-02-03,-.0068
LA,2020-02-03,-.0138
ME,2020-02-03,-.0244
MD,2020-02-03,-.00184
MA,2020-02-03,-.0177
MI,2020-02-03,.0534
MN,2020-02-03,.0315
MS,2020-02-03,-.0288
MO,2020-02-03,-.0497
MT,2020-02-03,-.0093
NE,2020-02-03,-.00606
NV,2020-02-03,-.0154
NH,2020-02-03,-.0191
NJ,2020-02-03,-.0287
NM,2020-02-03,-.00943
NY,2020-02-03,-.0225
NC,2020-02-03,-.00646
ND,2020-02-03,.0345
OH,2020-02-03,-.00825
OK,2020-02-03,-.0108
OR,2020-02-03,-.0104
PA,2020-02-03,-.0151
RI,2020-02-03,-.0406
SC,2020-02-03,-.0217
SD,2020-02-03,.0225
TN,2020-02-03,.0144
TX,2020-02-03,-.0111
UT,2020-02-03,-.0176
VT,2020-02-03,-.0389
VA,2020-02-03,-.0129
WA,2020-02-03,.00221
WV,2020-02-03,-.00423
WI,2020-02-03,.0671
WY,2020-02-03,-.0423
AL,2020-02-04,.00558
AK,2020-02-04,.0182
AZ,2020-02-04,.016
AR,2020-02-04,.017
CA,2020-02-04,.00664
CO,2020-02-04,-.0457
CT,2020-02-04,-.0232
DE,2020-02-04,-.0516
DC,2020-02-04,-.00505
FL,2020-02-04,-.0217
GA,2020-02-04,-.00192
HI,2020-02-04,.0311
ID,2020-02-04,.0149
IL,2020-02-04,.0128
IN,2020-02-04,-.0168
IA,2020-02-04,.0263
KS,2020-02-04,-.00688
KY,2020-02-04,.00225
LA,2020-02-04,-.00852
ME,2020-02-04,-.015
MD,2020-02-04,-.00146
MA,2020-02-04,-.00738
MI,2020-02-04,.0176
MN,2020-02-04,.0408
MS,2020-02-04,-.00549
MO,2020-02-04,-.0226
MT,2020-02-04,.0542
NE,2020-02-04,.00199
NV,2020-02-04,.00756
NH,2020-02-04,-.0109
NJ,2020-02-04,-.0154
NM,2020-02-04,-.00777
NY,2020-02-04,-.0106
NC,2020-02-04,.0061
ND,2020-02-04,.0454
OH,2020-02-04,-.00169
OK,2020-02-04,.00136
OR,2020-02-04,.0208
PA,2020-02-04,-.00925
RI,2020-02-04,-.0215
SC,2020-02-04,-.0193
SD,2020-02-04,.0793
TN,2020-02-04,.0353
TX,2020-02-04,.00324
UT,2020-02-04,-.0118
VT,2020-02-04,-.0186
VA,2020-02-04,.000837
WA,2020-02-04,.043
WV,2020-02-04,.00163
WI,2020-02-04,.042
WY,2020-02-04,-.0483
AL,2020-02-05,-.00418
AK,2020-02-05,.00828
AZ,2020-02-05,.0283
AR,2020-02-05,.000533
CA,2020-02-05,.0203
CO,2020-02-05,-.0483
CT,2020-02-05,-.017
DE,2020-02-05,-.0602
DC,2020-02-05,-.0165
FL,2020-02-05,-.0107
GA,2020-02-05,-.00786
HI,2020-02-05,.0184
ID,2020-02-05,-.00217
IL,2020-02-05,.00832
IN,2020-02-05,-.0109
IA,2020-02-05,.0287
KS,2020-02-05,-.0102
KY,2020-02-05,.00036
LA,2020-02-05,-.0184
ME,2020-02-05,-.000237
MD,2020-02-05,-.00796
MA,2020-02-05,-.0115
MI,2020-02-05,-.0157
MN,2020-02-05,.0407
MS,2020-02-05,-.0249
MO,2020-02-05,-.0322
MT,2020-02-05,.0538
NE,2020-02-05,.000763
NV,2020-02-05,.023
NH,2020-02-05,-.00927
NJ,2020-02-05,-.0125
NM,2020-02-05,-.0179
NY,2020-02-05,-.00805
NC,2020-02-05,-.00376
ND,2020-02-05,.0352
OH,2020-02-05,.00668
OK,2020-02-05,-.0241
OR,2020-02-05,.0396
PA,2020-02-05,-.0184
RI,2020-02-05,.0626
SC,2020-02-05,-.0184
SD,2020-02-05,.0797
TN,2020-02-05,.00464
TX,2020-02-05,-.00615
UT,2020-02-05,.00817
VT,2020-02-05,-.00274
VA,2020-02-05,-.00781
WA,2020-02-05,.0484
WV,2020-02-05,-.00184
WI,2020-02-05,.011
WY,2020-02-05,-.00408
AL,2020-02-06,-.0107
AK,2020-02-06,-.0118
AZ,2020-02-06,.0269
AR,2020-02-06,-.0094
CA,2020-02-06,.0229
CO,2020-02-06,-.0288
CT,2020-02-06,-.0236
DE,2020-02-06,-.078
DC,2020-02-06,.000385
FL,2020-02-06,-.019
GA,2020-02-06,-.0211
HI,2020-02-06,-.00228
ID,2020-02-06,-.0253
IL,2020-02-06,-.0342
IN,2020-02-06,-.0427
IA,2020-02-06,-.00103
KS,2020-02-06,-.0126
KY,2020-02-06,-.0134
LA,2020-02-06,-.0198
ME,2020-02-06,-.0378
MD,2020-02-06,-.0109
MA,2020-02-06,-.0328
MI,2020-02-06,-.0244
MN,2020-02-06,.0164
MS,2020-02-06,-.0345
MO,2020-02-06,-.049
MT,2020-02-06,.0412
NE,2020-02-06,-.00889
NV,2020-02-06,.018
NH,2020-02-06,-.0342
NJ,2020-02-06,-.0221
NM,2020-02-06,-.0119
NY,2020-02-06,-.0297
NC,2020-02-06,-.0312
ND,2020-02-06,.0167
OH,2020-02-06,-.0251
OK,2020-02-06,-.0271
OR,2020-02-06,.0359
PA,2020-02-06,-.0327
RI,2020-02-06,.0315
SC,2020-02-06,-.0292
SD,2020-02-06,.0561
TN,2020-02-06,-.00301
TX,2020-02-06,-.00792
UT,2020-02-06,.00894
VT,2020-02-06,-.00532
VA,2020-02-06,-.0239
WA,2020-02-06,.035
WV,2020-02-06,-.0249
WI,2020-02-06,-.0186
WY,2020-02-06,.00179
AL,2020-02-07,-.00921
AK,2020-02-07,-.0161
AZ,2020-02-07,.0197
AR,2020-02-07,-.0215
CA,2020-02-07,.0253
CO,2020-02-07,-.0358
CT,2020-02-07,-.0237
DE,2020-02-07,-.107
DC,2020-02-07,.00783
FL,2020-02-07,-.0205
GA,2020-02-07,-.00747
HI,2020-02-07,-.0109
ID,2020-02-07,-.0217
IL,2020-02-07,-.0522
IN,2020-02-07,-.0562
IA,2020-02-07,-.00747
KS,2020-02-07,.00805
KY,2020-02-07,-.0328
LA,2020-02-07,-.0243
ME,2020-02-07,-.0945
MD,2020-02-07,-.0142
MA,2020-02-07,-.0425
MI,2020-02-07,-.033
MN,2020-02-07,.0414
MS,2020-02-07,-.0382
MO,2020-02-07,-.0224
MT,2020-02-07,.0504
NE,2020-02-07,.00452
NV,2020-02-07,.0245
NH,2020-02-07,-.0438
NJ,2020-02-07,-.0267
NM,2020-02-07,-.031
NY,2020-02-07,-.0577
NC,2020-02-07,-.0265
ND,2020-02-07,.0313
OH,2020-02-07,-.0574
OK,2020-02-07,-.00778
OR,2020-02-07,.0218
PA,2020-02-07,-.0476
RI,2020-02-07,.00849
SC,2020-02-07,-.0195
SD,2020-02-07,.0858
TN,2020-02-07,-.00857
TX,2020-02-07,.00269
UT,2020-02-07,.00421
VT,2020-02-07,-.0456
VA,2020-02-07,-.0242
WA,2020-02-07,.0289
WV,2020-02-07,-.0645
WI,2020-02-07,-.0235
WY,2020-02-07,-.0297
AL,2020-02-08,.0128
AK,2020-02-08,.0103
AZ,2020-02-08,.0251
AR,2020-02-08,-.0117
CA,2020-02-08,.0283
CO,2020-02-08,-.0301
CT,2020-02-08,-.0215
DE,2020-02-08,-.105
DC,2020-02-08,-.0188
FL,2020-02-08,-.0147
GA,2020-02-08,-.0126
HI,2020-02-08,-.00959
ID,2020-02-08,.0058
IL,2020-02-08,-.0208
IN,2020-02-08,-.0289
IA,2020-02-08,.0261
KS,2020-02-08,.0171
KY,2020-02-08,-.0248
LA,2020-02-08,-.015
ME,2020-02-08,-.0607
MD,2020-02-08,-.0231
MA,2020-02-08,-.0194
MI,2020-02-08,-.00873
MN,2020-02-08,.0758
MS,2020-02-08,-.0431
MO,2020-02-08,-.0025
MT,2020-02-08,.0853
NE,2020-02-08,.032
NV,2020-02-08,.0292
NH,2020-02-08,-.031
NJ,2020-02-08,-.0147
NM,2020-02-08,-.0291
NY,2020-02-08,-.0398
NC,2020-02-08,-.0124
ND,2020-02-08,.044
OH,2020-02-08,-.0301
OK,2020-02-08,.011
OR,2020-02-08,.0132
PA,2020-02-08,-.0435
RI,2020-02-08,.0394
SC,2020-02-08,-.0164
SD,2020-02-08,.115
TN,2020-02-08,-.0171
TX,2020-02-08,.0125
UT,2020-02-08,.00524
VT,2020-02-08,-.0579
VA,2020-02-08,-.0169
WA,2020-02-08,.0779
WV,2020-02-08,-.0746
WI,2020-02-08,.028
WY,2020-02-08,-.0496
AL,2020-02-09,.0188
AK,2020-02-09,.0259
AZ,2020-02-09,.0352
AR,2020-02-09,.00541
CA,2020-02-09,.0383
CO,2020-02-09,-.0273
CT,2020-02-09,-.00954
DE,2020-02-09,-.0785
DC,2020-02-09,-.0118
FL,2020-02-09,-.00274
GA,2020-02-09,-.00695
HI,2020-02-09,.0206
ID,2020-02-09,.0242
IL,2020-02-09,-.0168
IN,2020-02-09,-.0195
IA,2020-02-09,.0213
KS,2020-02-09,.00872
KY,2020-02-09,-.00809
LA,2020-02-09,-.00301
ME,2020-02-09,-.023
MD,2020-02-09,-.0108
MA,2020-02-09,-.00144
MI,2020-02-09,-.000966
MN,2020-02-09,.0618
MS,2020-02-09,-.0283
MO,2020-02-09,.00746
MT,2020-02-09,.127
NE,2020-02-09,.0282
NV,2020-02-09,.0373
NH,2020-02-09,-.0104
NJ,2020-02-09,.000171
NM,2020-02-09,-.0194
NY,2020-02-09,-.0195
NC,2020-02-09,-.00584
ND,2020-02-09,.0685
OH,2020-02-09,-.0186
OK,2020-02-09,-.00168
OR,2020-02-09,.0501
PA,2020-02-09,-.0301
RI,2020-02-09,-.00297
SC,2020-02-09,-.00568
SD,2020-02-09,.103
TN,2020-02-09,-.0102
TX,2020-02-09,.026
UT,2020-02-09,.0161
VT,2020-02-09,-.0343
