state,date,covidCases
RI,2020-02-12,0
SC,2020-02-12,0
SD,2020-02-12,0
TN,2020-02-12,0
TX,2020-02-12,1
UT,2020-02-12,0
VT,2020-02-12,0
VA,2020-02-12,0
WA,2020-02-12,1
WV,2020-02-12,0
WI,2020-02-12,1
WY,2020-02-12,0
AL,2020-02-13,0
AK,2020-02-13,0
AZ,2020-02-13,1
AR,2020-02-13,0
CA,2020-02-13,7
CO,2020-02-13,0
CT,2020-02-13,0
DE,2020-02-13,0
DC,2020-02-13,0
FL,2020-02-13,0
GA,2020-02-13,0
HI,2020-02-13,0
ID,2020-02-13,0
IL,2020-02-13,2
IN,2020-02-13,0
IA,2020-02-13,0
KS,2020-02-13,0
KY,2020-02-13,0
LA,2020-02-13,0
ME,2020-02-13,0
MD,2020-02-13,0
MA,2020-02-13,1
MI,2020-02-13,0
MN,2020-02-13,0
MS,2020-02-13,0
MO,2020-02-13,0
MT,2020-02-13,0
NE,2020-02-13,0
NV,2020-02-13,0
NH,2020-02-13,0
NJ,2020-02-13,0
NM,2020-02-13,0
NY,2020-02-13,0
NC,2020-02-13,0
ND,2020-02-13,0
OH,2020-02-13,0
OK,2020-02-13,0
OR,2020-02-13,0
PA,2020-02-13,0
RI,2020-02-13,0
SC,2020-02-13,0
SD,2020-02-13,0
TN,2020-02-13,0
TX,2020-02-13,2
UT,2020-02-13,0
VT,2020-02-13,0
VA,2020-02-13,0
WA,2020-02-13,1
WV,2020-02-13,0
WI,2020-02-13,1
WY,2020-02-13,0
AL,2020-02-14,0
AK,2020-02-14,0
AZ,2020-02-14,1
AR,2020-02-14,0
CA,2020-02-14,7
CO,2020-02-14,0
CT,2020-02-14,0
DE,2020-02-14,0
DC,2020-02-14,0
FL,2020-02-14,0
GA,2020-02-14,0
HI,2020-02-14,0
ID,2020-02-14,0
IL,2020-02-14,2
IN,2020-02-14,0
IA,2020-02-14,0
KS,2020-02-14,0
KY,2020-02-14,0
LA,2020-02-14,0
ME,2020-02-14,0
MD,2020-02-14,0
MA,2020-02-14,1
MI,2020-02-14,0
MN,2020-02-14,0
MS,2020-02-14,0
MO,2020-02-14,0
MT,2020-02-14,0
NE,2020-02-14,0
NV,2020-02-14,0
NH,2020-02-14,0
NJ,2020-02-14,0
NM,2020-02-14,0
NY,2020-02-14,0
NC,2020-02-14,0
ND,2020-02-14,0
OH,2020-02-14,0
OK,2020-02-14,0
OR,2020-02-14,0
PA,2020-02-14,0
RI,2020-02-14,0
SC,2020-02-14,0
SD,2020-02-14,0
TN,2020-02-14,0
TX,2020-02-14,2
UT,2020-02-14,0
VT,2020-02-14,0
VA,2020-02-14,0
WA,2020-02-14,1
WV,2020-02-14,0
WI,2020-02-14,1
WY,2020-02-14,0
AL,2020-02-15,0
AK,2020-02-15,0
AZ,2020-02-15,1
AR,2020-02-15,0
CA,2020-02-15,7
CO,2020-02-15,0
CT,2020-02-15,0
DE,2020-02-15,0
DC,2020-02-15,0
FL,2020-02-15,0
GA,2020-02-15,0
HI,2020-02-15,0
ID,2020-02-15,0
IL,2020-02-15,2
IN,2020-02-15,0
IA,2020-02-15,0
KS,2020-02-15,0
KY,2020-02-15,0
LA,2020-02-15,0
ME,2020-02-15,0
MD,2020-02-15,0
MA,2020-02-15,1
MI,2020-02-15,0
MN,2020-02-15,0
MS,2020-02-15,0
MO,2020-02-15,0
MT,2020-02-15,0
NE,2020-02-15,0
NV,2020-02-15,0
NH,2020-02-15,0
NJ,2020-02-15,0
NM,2020-02-15,0
NY,2020-02-15,0
NC,2020-02-15,0
ND,2020-02-15,0
OH,2020-02-15,0
OK,2020-02-15,0
OR,2020-02-15,0
PA,2020-02-15,0
RI,2020-02-15,0
SC,2020-02-15,0
SD,2020-02-15,0
TN,2020-02-15,0
TX,2020-02-15,2
UT,2020-02-15,0
VT,2020-02-15,0
VA,2020-02-15,0
WA,2020-02-15,1
WV,2020-02-15,0
WI,2020-02-15,1
WY,2020-02-15,0
AL,2020-02-16,0
AK,2020-02-16,0
AZ,2020-02-16,1
AR,2020-02-16,0
CA,2020-02-16,7
CO,2020-02-16,0
CT,2020-02-16,0
DE,2020-02-16,0
DC,2020-02-16,0
FL,2020-02-16,0
GA,2020-02-16,0
HI,2020-02-16,0
ID,2020-02-16,0
IL,2020-02-16,2
IN,2020-02-16,0
IA,2020-02-16,0
KS,2020-02-16,0
KY,2020-02-16,0
LA,2020-02-16,0
ME,2020-02-16,0
MD,2020-02-16,0
MA,2020-02-16,1
MI,2020-02-16,0
MN,2020-02-16,0
MS,2020-02-16,0
MO,2020-02-16,0
MT,2020-02-16,0
NE,2020-02-16,0
NV,2020-02-16,0
NH,2020-02-16,0
NJ,2020-02-16,0
NM,2020-02-16,0
NY,2020-02-16,0
NC,2020-02-16,0
ND,2020-02-16,0
OH,2020-02-16,0
OK,2020-02-16,0
OR,2020-02-16,0
PA,2020-02-16,0
RI,2020-02-16,0
SC,2020-02-16,0
SD,2020-02-16,0
TN,2020-02-16,0
TX,2020-02-16,2
UT,2020-02-16,0
VT,2020-02-16,0
VA,2020-02-16,0
WA,2020-02-16,1
WV,2020-02-16,0
WI,2020-02-16,1
WY,2020-02-16,0
AL,2020-02-17,0
AK,2020-02-17,0
AZ,2020-02-17,1
AR,2020-02-17,0
CA,2020-02-17,7
CO,2020-02-17,0
CT,2020-02-17,0
DE,2020-02-17,0
DC,2020-02-17,0
FL,2020-02-17,0
GA,2020-02-17,0
HI,2020-02-17,0
ID,2020-02-17,0
IL,2020-02-17,2
IN,2020-02-17,0
IA,2020-02-17,0
KS,2020-02-17,0
KY,2020-02-17,0
LA,2020-02-17,0
ME,2020-02-17,0
MD,2020-02-17,0
MA,2020-02-17,1
MI,2020-02-17,0
MN,2020-02-17,0
MS,2020-02-17,0
MO,2020-02-17,0
MT,2020-02-17,0
NE,2020-02-17,10
NV,2020-02-17,0
NH,2020-02-17,0
NJ,2020-02-17,0
NM,2020-02-17,0
NY,2020-02-17,0
NC,2020-02-17,0
ND,2020-02-17,0
OH,2020-02-17,0
OK,2020-02-17,0
OR,2020-02-17,0
PA,2020-02-17,0
RI,2020-02-17,0
SC,2020-02-17,0
SD,2020-02-17,0
TN,2020-02-17,0
TX,2020-02-17,2
UT,2020-02-17,0
VT,2020-02-17,0
VA,2020-02-17,0
WA,2020-02-17,1
WV,2020-02-17,0
WI,2020-02-17,1
WY,2020-02-17,0
AL,2020-02-18,0
AK,2020-02-18,0
AZ,2020-02-18,1
AR,2020-02-18,0
CA,2020-02-18,7
CO,2020-02-18,0
CT,2020-02-18,0
DE,2020-02-18,0
DC,2020-02-18,0
FL,2020-02-18,0
GA,2020-02-18,0
HI,2020-02-18,0
ID,2020-02-18,0
IL,2020-02-18,2
IN,2020-02-18,0
IA,2020-02-18,0
KS,2020-02-18,0
KY,2020-02-18,0
LA,2020-02-18,0
ME,2020-02-18,0
MD,2020-02-18,0
MA,2020-02-18,1
MI,2020-02-18,0
MN,2020-02-18,0
MS,2020-02-18,0
MO,2020-02-18,0
MT,2020-02-18,0
NE,2020-02-18,10
NV,2020-02-18,0
NH,2020-02-18,0
NJ,2020-02-18,0
NM,2020-02-18,0
NY,2020-02-18,0
NC,2020-02-18,0
ND,2020-02-18,0
OH,2020-02-18,0
OK,2020-02-18,0
OR,2020-02-18,0
PA,2020-02-18,0
RI,2020-02-18,0
SC,2020-02-18,0
SD,2020-02-18,0
TN,2020-02-18,0
TX,2020-02-18,2
UT,2020-02-18,0
VT,2020-02-18,0
VA,2020-02-18,0
WA,2020-02-18,1
WV,2020-02-18,0
WI,2020-02-18,1
WY,2020-02-18,0
AL,2020-02-19,0
AK,2020-02-19,0
AZ,2020-02-19,1
AR,2020-02-19,0
CA,2020-02-19,7
CO,2020-02-19,0
CT,2020-02-19,0
DE,2020-02-19,0
DC,2020-02-19,0
FL,2020-02-19,0
GA,2020-02-19,0
HI,2020-02-19,0
ID,2020-02-19,0
IL,2020-02-19,2
IN,2020-02-19,0
IA,2020-02-19,0
KS,2020-02-19,0
KY,2020-02-19,0
LA,2020-02-19,0
ME,2020-02-19,0
MD,2020-02-19,0
MA,2020-02-19,1
MI,2020-02-19,0
MN,2020-02-19,0
MS,2020-02-19,0
MO,2020-02-19,0
MT,2020-02-19,0
NE,2020-02-19,10
NV,2020-02-19,0
NH,2020-02-19,0
NJ,2020-02-19,0
NM,2020-02-19,0
NY,2020-02-19,0
NC,2020-02-19,0
ND,2020-02-19,0
OH,2020-02-19,0
OK,2020-02-19,0
OR,2020-02-19,0
PA,2020-02-19,0
RI,2020-02-19,0
SC,2020-02-19,0
SD,2020-02-19,0
TN,2020-02-19,0
TX,2020-02-19,2
UT,2020-02-19,0
VT,2020-02-19,0
VA,2020-02-19,0
WA,2020-02-19,1
WV,2020-02-19,0
WI,2020-02-19,1
WY,2020-02-19,0
AL,2020-02-20,0
AK,2020-02-20,0
AZ,2020-02-20,1
AR,2020-02-20,0
CA,2020-02-20,8
CO,2020-02-20,0
CT,2020-02-20,0
DE,2020-02-20,0
DC,2020-02-20,0
FL,2020-02-20,0
GA,2020-02-20,0
HI,2020-02-20,0
ID,2020-02-20,0
IL,2020-02-20,2
IN,2020-02-20,0
IA,2020-02-20,0
KS,2020-02-20,0
KY,2020-02-20,0
LA,2020-02-20,0
ME,2020-02-20,0
MD,2020-02-20,0
MA,2020-02-20,1
MI,2020-02-20,0
MN,2020-02-20,0
MS,2020-02-20,0
MO,2020-02-20,0
MT,2020-02-20,0
NE,2020-02-20,11
NV,2020-02-20,0
NH,2020-02-20,0
NJ,2020-02-20,0
NM,2020-02-20,0
NY,2020-02-20,0
NC,2020-02-20,0
ND,2020-02-20,0
OH,2020-02-20,0
OK,2020-02-20,0
OR,2020-02-20,0
PA,2020-02-20,0
RI,2020-02-20,0
SC,2020-02-20,0
SD,2020-02-20,0
TN,2020-02-20,0
TX,2020-02-20,2
UT,2020-02-20,0
VT,2020-02-20,0
VA,2020-02-20,0
WA,2020-02-20,1
WV,2020-02-20,0
WI,2020-02-20,1
WY,2020-02-20,0
AL,2020-02-21,0
AK,2020-02-21,0
AZ,2020-02-21,1
AR,2020-02-21,0
CA,2020-02-21,9
CO,2020-02-21,0
CT,2020-02-21,0
DE,2020-02-21,0
DC,2020-02-21,0
FL,2020-02-21,0
GA,2020-02-21,0
HI,2020-02-21,0
ID,2020-02-21,0
IL,2020-02-21,2
IN,2020-02-21,0
IA,2020-02-21,0
KS,2020-02-21,0
KY,2020-02-21,0
LA,2020-02-21,0
ME,2020-02-21,0
MD,2020-02-21,0
MA,2020-02-21,1
MI,2020-02-21,0
MN,2020-02-21,0
MS,2020-02-21,0
MO,2020-02-21,0
MT,2020-02-21,0
NE,2020-02-21,11
NV,2020-02-21,0
NH,2020-02-21,0
NJ,2020-02-21,0
NM,2020-02-21,0
NY,2020-02-21,0
NC,2020-02-21,0
ND,2020-02-21,0
OH,2020-02-21,0
OK,2020-02-21,0
OR,2020-02-21,0
PA,2020-02-21,0
RI,2020-02-21,0
SC,2020-02-21,0
SD,2020-02-21,0
TN,2020-02-21,0
TX,2020-02-21,4
UT,2020-02-21,0
VT,2020-02-21,0
VA,2020-02-21,0
WA,2020-02-21,1
WV,2020-02-21,0
WI,2020-02-21,1
WY,2020-02-21,0
AL,2020-02-22,0
AK,2020-02-22,0
AZ,2020-02-22,1
AR,2020-02-22,0
CA,2020-02-22,9
CO,2020-02-22,0
CT,2020-02-22,0
DE,2020-02-22,0
DC,2020-02-22,0
FL,2020-02-22,0
GA,2020-02-22,0
HI,2020-02-22,0
ID,2020-02-22,0
IL,2020-02-22,2
IN,2020-02-22,0
IA,2020-02-22,0
KS,2020-02-22,0
KY,2020-02-22,0
LA,2020-02-22,0
ME,2020-02-22,0
MD,2020-02-22,0
MA,2020-02-22,1
MI,2020-02-22,0
MN,2020-02-22,0
MS,2020-02-22,0
MO,2020-02-22,0
MT,2020-02-22,0
NE,2020-02-22,11
NV,2020-02-22,0
NH,2020-02-22,0
NJ,2020-02-22,0
NM,2020-02-22,0
NY,2020-02-22,0
NC,2020-02-22,0
ND,2020-02-22,0
OH,2020-02-22,0
OK,2020-02-22,0
OR,2020-02-22,0
PA,2020-02-22,0
RI,2020-02-22,0
SC,2020-02-22,0
SD,2020-02-22,0
TN,2020-02-22,0
TX,2020-02-22,4
UT,2020-02-22,0
VT,2020-02-22,0
VA,2020-02-22,0
WA,2020-02-22,1
WV,2020-02-22,0
WI,2020-02-22,1
WY,2020-02-22,0
AL,2020-02-23,0
AK,2020-02-23,0
AZ,2020-02-23,1
AR,2020-02-23,0
CA,2020-02-23,9
CO,2020-02-23,0
CT,2020-02-23,0
DE,2020-02-23,0
DC,2020-02-23,0
FL,2020-02-23,0
GA,2020-02-23,0
HI,2020-02-23,0
ID,2020-02-23,0
IL,2020-02-23,2
IN,2020-02-23,0
IA,2020-02-23,0
KS,2020-02-23,0
KY,2020-02-23,0
LA,2020-02-23,0
ME,2020-02-23,0
MD,2020-02-23,0
MA,2020-02-23,1
MI,2020-02-23,0
MN,2020-02-23,0
MS,2020-02-23,0
MO,2020-02-23,0
MT,2020-02-23,0
NE,2020-02-23,11
NV,2020-02-23,0
NH,2020-02-23,0
NJ,2020-02-23,0
NM,2020-02-23,0
NY,2020-02-23,0
NC,2020-02-23,0
ND,2020-02-23,0
OH,2020-02-23,0
OK,2020-02-23,0
OR,2020-02-23,0
PA,2020-02-23,0
RI,2020-02-23,0
SC,2020-02-23,0
SD,2020-02-23,0
TN,2020-02-23,0
TX,2020-02-23,4
UT,2020-02-23,0
VT,2020-02-23,0
VA,2020-02-23,0
WA,2020-02-23,1
WV,2020-02-23,0
WI,2020-02-23,1
WY,2020-02-23,0
AL,2020-02-24,0
AK,2020-02-24,0
AZ,2020-02-24,1
AR,2020-02-24,0
CA,2020-02-24,11
CO,2020-02-24,0
CT,2020-02-24,0
DE,2020-02-24,0
DC,2020-02-24,0
FL,2020-02-24,0
GA,2020-02-24,0
HI,2020-02-24,0
ID,2020-02-24,0
IL,2020-02-24,2
IN,2020-02-24,0
IA,2020-02-24,0
KS,2020-02-24,0
KY,2020-02-24,0
LA,2020-02-24,0
ME,2020-02-24,0
MD,2020-02-24,0
MA,2020-02-24,1
MI,2020-02-24,0
MN,2020-02-24,0
MS,2020-02-24,0
MO,2020-02-24,0
MT,2020-02-24,0
NE,2020-02-24,12
NV,2020-02-24,0
NH,2020-02-24,0
NJ,2020-02-24,0
NM,2020-02-24,0
NY,2020-02-24,0
NC,2020-02-24,0
ND,2020-02-24,0
OH,2020-02-24,0
OK,2020-02-24,0
OR,2020-02-24,0
PA,2020-02-24,0
RI,2020-02-24,0
SC,2020-02-24,0
SD,2020-02-24,0
TN,2020-02-24,0
TX,2020-02-24,10
UT,2020-02-24,0
VT,2020-02-24,0
VA,2020-02-24,0
WA,2020-02-24,5
WV,2020-02-24,0
WI,2020-02-24,1
WY,2020-02-24,0
AL,2020-02-25,0
AK,2020-02-25,0
AZ,2020-02-25,1
AR,2020-02-25,0
CA,2020-02-25,11
CO,2020-02-25,0
CT,2020-02-25,0
DE,2020-02-25,0
DC,2020-02-25,0
FL,2020-02-25,0
GA,2020-02-25,0
HI,2020-02-25,0
ID,2020-02-25,0
IL,2020-02-25,2
IN,2020-02-25,0
IA,2020-02-25,0
KS,2020-02-25,0
KY,2020-02-25,0
LA,2020-02-25,0
ME,2020-02-25,0
MD,2020-02-25,0
MA,2020-02-25,1
MI,2020-02-25,0
MN,2020-02-25,0
MS,2020-02-25,0
MO,2020-02-25,0
MT,2020-02-25,0
NE,2020-02-25,13
NV,2020-02-25,0
NH,2020-02-25,0
NJ,2020-02-25,0
NM,2020-02-25,0
NY,2020-02-25,0
NC,2020-02-25,0
ND,2020-02-25,0
OH,2020-02-25,0
OK,2020-02-25,0
OR,2020-02-25,0
PA,2020-02-25,0
RI,2020-02-25,0
SC,2020-02-25,0
SD,2020-02-25,0
TN,2020-02-25,0
TX,2020-02-25,10
UT,2020-02-25,1
VT,2020-02-25,0
VA,2020-02-25,0
WA,2020-02-25,5
WV,2020-02-25,0
WI,2020-02-25,1
WY,2020-02-25,0
AL,2020-02-26,0
AK,2020-02-26,0
AZ,2020-02-26,1
AR,2020-02-26,0
CA,2020-02-26,26
CO,2020-02-26,0
CT,2020-02-26,0
DE,2020-02-26,0
DC,2020-02-26,0
FL,2020-02-26,0
GA,2020-02-26,0
HI,2020-02-26,0
ID,2020-02-26,0
IL,2020-02-26,2
IN,2020-02-26,0
IA,2020-02-26,0
KS,2020-02-26,0
KY,2020-02-26,0
LA,2020-02-26,0
ME,2020-02-26,0
MD,2020-02-26,0
MA,2020-02-26,1
MI,2020-02-26,0
MN,2020-02-26,0
MS,2020-02-26,0
MO,2020-02-26,0
MT,2020-02-26,0
NE,2020-02-26,13
NV,2020-02-26,0
NH,2020-02-26,0
NJ,2020-02-26,0
NM,2020-02-26,0
NY,2020-02-26,0
NC,2020-02-26,0
ND,2020-02-26,0
OH,2020-02-26,0
OK,2020-02-26,0
OR,2020-02-26,0
PA,2020-02-26,0
RI,2020-02-26,0
SC,2020-02-26,0
SD,2020-02-26,0
TN,2020-02-26,0
TX,2020-02-26,10
UT,2020-02-26,1
VT,2020-02-26,0
VA,2020-02-26,0
WA,2020-02-26,5
WV,2020-02-26,0
WI,2020-02-26,1
WY,2020-02-26,0
AL,2020-02-27,0
AK,2020-02-27,0
AZ,2020-02-27,1
AR,2020-02-27,0
CA,2020-02-27,26
CO,2020-02-27,0
CT,2020-02-27,0
DE,2020-02-27,0
DC,2020-02-27,0
FL,2020-02-27,0
GA,2020-02-27,0
HI,2020-02-27,0
ID,2020-02-27,0
IL,2020-02-27,2
IN,2020-02-27,0
IA,2020-02-27,0
KS,2020-02-27,0
KY,2020-02-27,0
LA,2020-02-27,0
ME,2020-02-27,0
MD,2020-02-27,0
MA,2020-02-27,1
MI,2020-02-27,0
MN,2020-02-27,0
MS,2020-02-27,0
MO,2020-02-27,0
MT,2020-02-27,0
NE,2020-02-27,13
NV,2020-02-27,0
NH,2020-02-27,0
NJ,2020-02-27,0
NM,2020-02-27,0
NY,2020-02-27,0
NC,2020-02-27,0
ND,2020-02-27,0
OH,2020-02-27,0
OK,2020-02-27,0
OR,2020-02-27,0
PA,2020-02-27,0
RI,2020-02-27,0
SC,2020-02-27,0
SD,2020-02-27,0
TN,2020-02-27,0
TX,2020-02-27,10
UT,2020-02-27,1
VT,2020-02-27,0
VA,2020-02-27,0
WA,2020-02-27,5
WV,2020-02-27,0
WI,2020-02-27,1
WY,2020-02-27,0
AL,2020-02-28,0
AK,2020-02-28,0
AZ,2020-02-28,1
AR,2020-02-28,0
CA,2020-02-28,27
CO,2020-02-28,0
CT,2020-02-28,0
DE,2020-02-28,0
DC,2020-02-28,0
FL,2020-02-28,0
GA,2020-02-28,0
HI,2020-02-28,0
ID,2020-02-28,0
IL,2020-02-28,2
IN,2020-02-28,0
IA,2020-02-28,0
KS,2020-02-28,0
KY,2020-02-28,0
LA,2020-02-28,0
ME,2020-02-28,0
MD,2020-02-28,0
MA,2020-02-28,1
MI,2020-02-28,0
MN,2020-02-28,0
MS,2020-02-28,0
MO,2020-02-28,0
MT,2020-02-28,0
NE,2020-02-28,13
NV,2020-02-28,0
NH,2020-02-28,0
NJ,2020-02-28,0
NM,2020-02-28,0
NY,2020-02-28,0
NC,2020-02-28,0
ND,2020-02-28,0
OH,2020-02-28,0
OK,2020-02-28,0
OR,2020-02-28,1
PA,2020-02-28,0
RI,2020-02-28,0
SC,2020-02-28,0
SD,2020-02-28,0
TN,2020-02-28,0
TX,2020-02-28,11
UT,2020-02-28,1
VT,2020-02-28,0
VA,2020-02-28,0
WA,2020-02-28,7
WV,2020-02-28,0
WI,2020-02-28,1
WY,2020-02-28,0
AL,2020-02-29,0
AK,2020-02-29,0
AZ,2020-02-29,1
AR,2020-02-29,0
CA,2020-02-29,28
CO,2020-02-29,0
CT,2020-02-29,0
DE,2020-02-29,0
DC,2020-02-29,0
FL,2020-02-29,0
GA,2020-02-29,0
HI,2020-02-29,0
ID,2020-02-29,0
IL,2020-02-29,3
IN,2020-02-29,0
IA,2020-02-29,0
KS,2020-02-29,0
KY,2020-02-29,0
LA,2020-02-29,0
ME,2020-02-29,0
MD,2020-02-29,0
MA,2020-02-29,1
MI,2020-02-29,0
MN,2020-02-29,0
MS,2020-02-29,0
MO,2020-02-29,0
MT,2020-02-29,0
NE,2020-02-29,13
NV,2020-02-29,0
NH,2020-02-29,0
NJ,2020-02-29,0
NM,2020-02-29,0
NY,2020-02-29,0
NC,2020-02-29,0
ND,2020-02-29,0
OH,2020-02-29,0
OK,2020-02-29,0
OR,2020-02-29,1
PA,2020-02-29,0
RI,2020-02-29,0
SC,2020-02-29,0
SD,2020-02-29,0
TN,2020-02-29,0
TX,2020-02-29,11
UT,2020-02-29,1
VT,2020-02-29,0
VA,2020-02-29,0
WA,2020-02-29,10
WV,2020-02-29,0
WI,2020-02-29,1
WY,2020-02-29,0
AL,2020-03-01,0
AK,2020-03-01,0
AZ,2020-03-01,1
AR,2020-03-01,0
CA,2020-03-01,33
CO,2020-03-01,0
CT,2020-03-01,0
DE,2020-03-01,0
DC,2020-03-01,0
FL,2020-03-01,2
GA,2020-03-01,0
HI,2020-03-01,0
ID,2020-03-01,0
IL,2020-03-01,3
IN,2020-03-01,0
IA,2020-03-01,0
KS,2020-03-01,0
KY,2020-03-01,0
LA,2020-03-01,0
ME,2020-03-01,0
MD,2020-03-01,0
MA,2020-03-01,1
MI,2020-03-01,0
MN,2020-03-01,0
MS,2020-03-01,0
MO,2020-03-01,0
MT,2020-03-01,0
NE,2020-03-01,13
NV,2020-03-01,0
NH,2020-03-01,0
NJ,2020-03-01,0
NM,2020-03-01,0
NY,2020-03-01,1
NC,2020-03-01,0
ND,2020-03-01,0
OH,2020-03-01,0
OK,2020-03-01,0
OR,2020-03-01,2
PA,2020-03-01,0
RI,2020-03-01,2
SC,2020-03-01,0
SD,2020-03-01,0
TN,2020-03-01,0
TX,2020-03-01,11
UT,2020-03-01,1
VT,2020-03-01,0
VA,2020-03-01,0
WA,2020-03-01,17
WV,2020-03-01,0
WI,2020-03-01,1
WY,2020-03-01,0
AL,2020-03-02,0
AK,2020-03-02,0
AZ,2020-03-02,1
AR,2020-03-02,0
CA,2020-03-02,38
CO,2020-03-02,0
CT,2020-03-02,0
DE,2020-03-02,0
DC,2020-03-02,0
FL,2020-03-02,2
GA,2020-03-02,2
HI,2020-03-02,0
ID,2020-03-02,0
IL,2020-03-02,4
IN,2020-03-02,0
IA,2020-03-02,0
KS,2020-03-02,0
KY,2020-03-02,0
LA,2020-03-02,0
ME,2020-03-02,0
MD,2020-03-02,0
MA,2020-03-02,2
MI,2020-03-02,0
MN,2020-03-02,0
MS,2020-03-02,0
MO,2020-03-02,0
MT,2020-03-02,0
NE,2020-03-02,13
NV,2020-03-02,0
NH,2020-03-02,1
NJ,2020-03-02,0
NM,2020-03-02,0
NY,2020-03-02,1
NC,2020-03-02,0
ND,2020-03-02,0
OH,2020-03-02,0
OK,2020-03-02,0
OR,2020-03-02,2
PA,2020-03-02,0
RI,2020-03-02,2
SC,2020-03-02,0
SD,2020-03-02,0
TN,2020-03-02,0
TX,2020-03-02,11
UT,2020-03-02,1
VT,2020-03-02,0
VA,2020-03-02,0
WA,2020-03-02,23
WV,2020-03-02,0
WI,2020-03-02,1
WY,2020-03-02,0
AL,2020-03-03,0
AK,2020-03-03,0
AZ,2020-03-03,2
AR,2020-03-03,0
CA,2020-03-03,45
CO,2020-03-03,0
CT,2020-03-03,0
DE,2020-03-03,0
DC,2020-03-03,0
FL,2020-03-03,3
GA,2020-03-03,2
HI,2020-03-03,0
ID,2020-03-03,0
IL,2020-03-03,4
IN,2020-03-03,0
IA,2020-03-03,0
KS,2020-03-03,0
KY,2020-03-03,0
LA,2020-03-03,0
ME,2020-03-03,0
MD,2020-03-03,0
MA,2020-03-03,2
MI,2020-03-03,0
MN,2020-03-03,0
MS,2020-03-03,0
MO,2020-03-03,0
MT,2020-03-03,0
NE,2020-03-03,13
NV,2020-03-03,0
NH,2020-03-03,2
NJ,2020-03-03,0
NM,2020-03-03,0
NY,2020-03-03,2
NC,2020-03-03,1
ND,2020-03-03,0
OH,2020-03-03,0
OK,2020-03-03,0
OR,2020-03-03,2
PA,2020-03-03,0
RI,2020-03-03,2
SC,2020-03-03,0
SD,2020-03-03,0
TN,2020-03-03,0
TX,2020-03-03,11
UT,2020-03-03,1
VT,2020-03-03,0
VA,2020-03-03,0
WA,2020-03-03,32
WV,2020-03-03,0
WI,2020-03-03,1
WY,2020-03-03,0
AL,2020-03-04,0
AK,2020-03-04,0
AZ,2020-03-04,2
AR,2020-03-04,0
CA,2020-03-04,55
CO,2020-03-04,0
CT,2020-03-04,0
DE,2020-03-04,0
DC,2020-03-04,0
FL,2020-03-04,3
GA,2020-03-04,2
HI,2020-03-04,0
ID,2020-03-04,0
IL,2020-03-04,4
IN,2020-03-04,0
IA,2020-03-04,0
KS,2020-03-04,0
KY,2020-03-04,0
LA,2020-03-04,0
ME,2020-03-04,0
MD,2020-03-04,0
MA,2020-03-04,2
MI,2020-03-04,0
MN,2020-03-04,0
MS,2020-03-04,0
MO,2020-03-04,0
MT,2020-03-04,0
NE,2020-03-04,13
NV,2020-03-04,0
NH,2020-03-04,2
NJ,2020-03-04,1
NM,2020-03-04,0
NY,2020-03-04,11
NC,2020-03-04,1
ND,2020-03-04,0
OH,2020-03-04,0
OK,2020-03-04,0
OR,2020-03-04,2
PA,2020-03-04,0
RI,2020-03-04,2
SC,2020-03-04,0
SD,2020-03-04,0
TN,2020-03-04,0
TX,2020-03-04,12
UT,2020-03-04,1
VT,2020-03-04,0
VA,2020-03-04,0
WA,2020-03-04,47
WV,2020-03-04,0
WI,2020-03-04,1
WY,2020-03-04,0
AL,2020-03-05,0
AK,2020-03-05,0
AZ,2020-03-05,2
AR,2020-03-05,0
CA,2020-03-05,67
CO,2020-03-05,2
CT,2020-03-05,0
DE,2020-03-05,0
DC,2020-03-05,0
FL,2020-03-05,4
GA,2020-03-05,2
HI,2020-03-05,0
ID,2020-03-05,0
IL,2020-03-05,5
IN,2020-03-05,0
IA,2020-03-05,0
KS,2020-03-05,0
KY,2020-03-05,0
LA,2020-03-05,0
ME,2020-03-05,0
MD,2020-03-05,3
MA,2020-03-05,3
MI,2020-03-05,0
MN,2020-03-05,0
MS,2020-03-05,0
MO,2020-03-05,0
MT,2020-03-05,0
NE,2020-03-05,13
NV,2020-03-05,2
NH,2020-03-05,2
NJ,2020-03-05,2
NM,2020-03-05,0
NY,2020-03-05,22
NC,2020-03-05,1
ND,2020-03-05,0
OH,2020-03-05,0
OK,2020-03-05,0
OR,2020-03-05,2
PA,2020-03-05,0
RI,2020-03-05,2
SC,2020-03-05,0
SD,2020-03-05,0
TN,2020-03-05,1
TX,2020-03-05,16
UT,2020-03-05,1
VT,2020-03-05,0
VA,2020-03-05,0
WA,2020-03-05,75
WV,2020-03-05,0
WI,2020-03-05,1
WY,2020-03-05,0
AL,2020-03-06,0
AK,2020-03-06,0
AZ,2020-03-06,3
AR,2020-03-06,0
CA,2020-03-06,81
CO,2020-03-06,8
CT,2020-03-06,0
DE,2020-03-06,0
DC,2020-03-06,0
FL,2020-03-06,7
GA,2020-03-06,3
HI,2020-03-06,1
ID,2020-03-06,0
IL,2020-03-06,6
IN,2020-03-06,1
IA,2020-03-06,0
KS,2020-03-06,0
KY,2020-03-06,1
LA,2020-03-06,0
ME,2020-03-06,0
MD,2020-03-06,3
MA,2020-03-06,8
MI,2020-03-06,0
MN,2020-03-06,1
MS,2020-03-06,0
MO,2020-03-06,0
MT,2020-03-06,0
NE,2020-03-06,14
